timestamp,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,air_quality_level
1/1/2024 16:00,34.67922199,97.68089203,46.30012432,1.961694864,0.174766118,20.28392383,16.69458292,24.18335919,2.34510704,Unhealthy
1/1/2024 17:00,67.85618331,119.4807295,40.71737577,10.92370289,1.317408995,34.31689804,27.51626032,82.20194963,2.66897713,Moderate
1/1/2024 18:00,37.29939811,139.9642333,54.34629131,20.1180311,0.713765744,63.89525724,14.68298424,43.03516456,0.81707305,Unhealthy
1/1/2024 19:00,24.69240747,120.431102,45.09772027,10.03399922,0.886198671,57.89294375,23.41324754,42.02113434,1.751646382,Moderate
1/1/2024 20:00,96.64121922,34.77377306,32.92316024,9.049804825,0.786346326,12.54281097,29.70590933,55.84620037,1.960279921,Good
1/1/2024 21:00,54.35559249,51.612691,16.63552646,8.212772886,0.6727291,47.02959801,25.95948868,85.84831314,4.753051019,Good
1/1/2024 22:00,61.68820512,71.25544267,31.86465114,9.098041591,0.629050122,5,34.74171322,23.34469553,1.772003122,Good
1/1/2024 23:00,24.38129534,90.78273151,22.24219319,16.86424237,0.898852621,40.93869804,30.12554576,44.65616825,2.573909309,Moderate
1/2/2024 0:00,46.39043189,105.5297706,26.29214825,1,0.344847891,77.95534033,21.73050806,79.96003921,3.520869906,Unhealthy
1/2/2024 1:00,62.77306474,68.22768561,43.82867607,17.66716851,1.02517375,21.04214565,25.1365669,47.72381342,1.229825176,Good
1/2/2024 2:00,31.22516056,95.60300293,60.04856757,2.880214238,0.675141679,23.31353909,24.76314649,33.94098283,2.688990742,Moderate
1/2/2024 3:00,69.39245046,67.33851203,40.92007295,8.666738354,0.460979198,55.28059563,17.08911618,49.73559269,3.823425678,Moderate
1/2/2024 4:00,44.98403275,71.65446591,17.06175407,7.853777899,0.664996143,9.143969696,20.29800542,46.9886751,4.400848459,Moderate
1/2/2024 5:00,52.70765626,47.80016709,41.66904002,12.94276635,1.177144765,27.3448994,22.19619547,84.0791341,3.318166736,Good
1/2/2024 6:00,44.95733469,62.30300262,52.9494723,2.009378241,0.639399474,51.92882275,14.81889749,73.3354063,3.510740819,Good
1/2/2024 7:00,106.3069546,49.44946183,25.85325644,12.31086333,0.907536085,27.31428305,25.23746734,55.3580889,1.068275627,Good
1/2/2024 8:00,59.66256938,60.72380241,32.9897425,20.12154812,0.580713117,35.28060026,23.75464078,89.18593967,4.755994238,Good
1/2/2024 9:00,33.55722678,121.6092539,35.22032292,3.184129977,1.027376555,54.88371421,16.63553049,52.56942719,1.096583349,Good
1/2/2024 10:00,80.5636228,61.51803334,23.2265253,10.94853084,1.005652322,48.43092167,27.02106433,24.07664816,3.986028217,Good
1/2/2024 11:00,29.47890875,168.9714619,44.72420651,6.690089111,1.35458265,45.33636793,28.57936372,38.35920253,1.691673448,Moderate
1/2/2024 12:00,65.22158988,104.799537,33.18577777,12.12943603,0.747330816,33.21755441,26.13517239,50.52493362,4.701169147,Good
1/2/2024 13:00,11.0082469,95.54508371,41.29298666,10.09573889,1.000596441,47.40122231,23.37965912,30.98318369,3.739817927,Hazardous
1/2/2024 14:00,26.79534878,64.24926659,21.68761733,6.792565455,0.829420262,37.5253464,27.95721076,86.32955884,3.892161708,Good
1/2/2024 15:00,64.9215309,111.0092964,28.4381255,12.43936142,1.188761535,49.1561122,28.4011018,73.67942285,1.485766279,Good
1/2/2024 16:00,78.4616645,72.73086521,45.83572037,19.02174055,0.584350284,30.0613595,26.53701785,38.78010403,2.493679895,Good
1/2/2024 17:00,64.28420703,93.66029444,29.40750272,9.045481041,1.023501594,36.34862051,20.87693875,61.35631735,3.280159376,Good
1/2/2024 18:00,57.10879294,166.8025361,60.90445777,13.59878971,0.741590811,20.20084415,26.38300383,70.501441,3.964881282,Unhealthy
1/2/2024 19:00,52.47240761,87.11820301,29.00545722,3.533635211,0.780743547,39.2998478,30.97740325,85.88952502,0.967817192,Good
1/2/2024 20:00,23.03695024,124.4781998,38.37027089,5.217818116,0.827525745,23.77998273,22.01685471,81.71447444,4.830643924,Very Unhealthy
1/2/2024 21:00,42.00389479,68.90470725,48.98886248,12.36203139,0.875672119,17.719071,35.4896967,56.06345583,4.505993017,Very Unhealthy
1/2/2024 22:00,48.48403073,88.95034529,13.72451401,17.42058014,0.765131287,45.17322296,22.37184533,74.22568339,1.716568657,Moderate
1/2/2024 23:00,86.42805566,143.1240191,8.58786782,11.77806674,0.864413955,44.25479552,25.16203507,59.35013277,4.202421094,Moderate
1/3/2024 0:00,68.59045724,71.19098827,12.11515528,8.434709847,1.273435417,55.6574747,21.63757202,58.6892723,2.832457654,Moderate
1/3/2024 1:00,15.92399612,144.3734567,53.93876155,9.996457027,1.095634906,31.37748861,26.11635418,28.03193708,2.578129167,Good
1/3/2024 2:00,68.10209923,111.2325581,26.72212781,3.74796133,1.060746378,48.16105694,16.28889154,28.82963606,1.914953476,Moderate
1/3/2024 3:00,50.37294299,73.12599672,73.37298929,13.02257663,0.663338142,51.01595145,22.26979101,57.06735305,3.11435864,Good
1/3/2024 4:00,43.07694999,108.9722322,26.53628602,14.41166531,0.533227752,48.89547616,19.539394,38.82030815,3.78450103,Good
1/3/2024 5:00,75.29190722,119.1766335,37.76826955,7.739548336,1.086590167,23.48692634,25.67669174,21.47258317,2.349198072,Moderate
1/3/2024 6:00,85.77498806,108.6542989,58.13164929,7.649789261,1.062814038,42.98726965,29.97223688,70.59874427,3.331486369,Moderate
1/3/2024 7:00,83.28200298,42.8932584,65.09139332,11.32939115,1.241801203,47.28280592,28.23003094,22.27406177,3.646908145,Very Unhealthy
1/3/2024 8:00,39.01956192,68.18588473,65.92255365,7.81640132,0.618805812,40.14356934,13.1417032,61.66937888,3.700048177,Good
1/3/2024 9:00,52.2696906,82.57444093,53.12549346,9.669336927,0.731135403,5,35.21034826,57.74356559,0.733847442,Unhealthy
1/3/2024 10:00,68.28158579,87.76699713,50.36093789,20.49860895,0.308154751,43.20979248,26.4763997,87.81702834,4.368865126,Good
1/3/2024 11:00,84.38862818,108.6201629,43.88790424,8.764871496,0.682258668,84.25062079,21.1175043,53.89491975,2.562139916,Good
1/3/2024 12:00,48.02064405,95.33103003,46.67541614,8.20829924,1.098971153,32.79921462,25.78563959,24.45210055,1.680872368,Good
1/3/2024 13:00,55.35852558,49.93966924,26.73221426,6.762290972,0.660051386,25.43845804,25.88094911,58.61815775,1.587940284,Moderate
1/3/2024 14:00,32.34162565,101.4059355,22.72701675,13.72095986,0.992143939,47.46697119,21.66575642,78.87673194,2.673563508,Good
1/3/2024 15:00,30.0948344,108.3175724,34.94938314,9.093879134,0.742849068,46.24756421,25.98958334,89.7794499,4.490741928,Moderate
1/3/2024 16:00,80.31314556,106.7937134,32.44723066,6.753134808,0.897217108,63.85470331,21.96263856,50.12402216,2.202564118,Unhealthy
1/3/2024 17:00,93.90600071,122.4234218,28.20157926,16.60652016,0.455692583,14.84263688,22.97819004,42.42091197,3.873765861,Moderate
1/3/2024 18:00,58.19974696,115.0176646,45.44581171,17.09801502,0.825562835,54.62760505,21.56860432,83.46573079,0.935684289,Moderate
1/3/2024 19:00,85.08832245,103.7754024,49.32957813,6.997882171,0.1,51.80844123,17.83664355,33.38694904,2.64225516,Unhealthy
1/3/2024 20:00,69.04090063,87.89502866,36.32610329,1,0.743931153,37.15706926,25.72918235,63.08002405,4.962587632,Unhealthy
1/3/2024 21:00,43.87200613,40.17117199,57.16295122,15.03756845,0.310858027,46.77374636,27.92649718,48.40000969,3.966970113,Moderate
1/3/2024 22:00,69.03489014,102.8885466,17.87466329,6.576850871,1.161798355,60.58914963,27.57441798,22.87576555,1.447378198,Good
1/3/2024 23:00,98.45091416,96.23063061,32.09510811,13.953128,1.033222206,57.4463076,29.09962626,44.3101932,2.756486632,Very Unhealthy
1/4/2024 0:00,59.10434902,98.14736512,24.24766519,1,0.940001295,17.13961376,26.62170105,38.56599658,1.551311436,Moderate
1/4/2024 1:00,99.1160914,51.69754273,7.001950744,14.46298669,1.256301868,56.40316374,22.33637251,68.02638078,2.343024173,Good
1/4/2024 2:00,5,57.56830379,33.75978971,3.944140354,0.515325044,38.7062279,29.19831932,86.41533484,4.010378107,Good
1/4/2024 3:00,80.54756261,121.5945856,33.17378737,13.6538206,1.324208959,41.45748196,18.2124123,38.76330312,3.970511669,Unhealthy
1/4/2024 4:00,62.17617671,88.81334538,57.70174615,10.07136534,1.079657469,41.46393982,20.49664309,76.80261574,1.526451701,Good
1/4/2024 5:00,52.52481624,110.4450209,44.46217527,5.230302903,0.729033414,36.99514022,20.17899964,23.87518719,4.650004932,Hazardous
1/4/2024 6:00,62.29401941,90.84955128,19.63719764,7.964818435,1.140686044,63.83414994,30.4002803,57.6684707,3.166556822,Good
1/4/2024 7:00,10.31077713,90.89268418,62.8113885,13.43159228,0.468111946,38.3256408,29.71394257,24.93850446,2.209659309,Unhealthy
1/4/2024 8:00,54.5082028,118.1485142,53.31550543,10.52947227,0.552645752,17.60907743,27.43652619,85.38230938,2.758710114,Good
1/4/2024 9:00,68.92781429,74.51865815,43.73146555,12.9220649,0.617423083,32.12940288,30.35964933,73.64458964,3.22282064,Moderate
1/4/2024 10:00,96.94735112,92.88362331,31.60273852,19.88220292,0.641306688,43.57389434,20.60358609,66.05649378,3.019507393,Very Unhealthy
1/4/2024 11:00,47.04324454,76.13174134,20.60841145,2.178791941,0.483032707,64.58429569,26.7429756,77.67274671,2.68882266,Moderate
1/4/2024 12:00,39.78765993,76.96511318,29.41689836,18.08606287,1.16692492,52.0618937,24.37412786,65.32638569,2.772197618,Moderate
1/4/2024 13:00,47.45607391,80.7248363,51.3312293,10.52177969,0.72234368,22.98929443,29.23441052,87.8261078,1.293853597,Good
1/4/2024 14:00,82.88505294,96.66401315,63.26879459,5.506079758,0.905751491,89.70379833,24.42387884,69.97705635,4.157298069,Good
1/4/2024 15:00,68.21877774,75.63754135,58.14865292,3.348431871,0.62889459,45.29550622,23.07528556,84.72610267,2.93792144,Good
1/4/2024 16:00,46.75599491,127.6726838,27.66725867,9.054398046,0.25381901,65.50781476,27.70454259,56.19923244,1.089859378,Moderate
1/4/2024 17:00,72.83168583,63.16178093,18.2057385,14.60825056,0.881017208,36.96571133,29.38084584,28.19450891,3.947706957,Good
1/4/2024 18:00,62.42693873,84.39385068,37.1132937,9.362254398,0.226323507,50.66718489,21.65827403,56.9724405,4.695997903,Good
1/4/2024 19:00,84.21612476,76.80806825,8.473409517,17.55577465,0.779409786,56.78937009,24.69462164,28.88109796,4.762881047,Moderate
1/4/2024 20:00,42.44867265,133.4093365,39.84751571,2.74412155,0.389505488,64.36389424,19.70779683,61.47454354,2.160579796,Moderate
1/4/2024 21:00,51.80844634,95.8966433,32.78596121,9.939555261,1.3961828,61.14736611,12.50969491,53.77451424,1.109825931,Unhealthy
1/4/2024 22:00,50.19729617,120.9553362,28.00945247,3.738032778,1.073408817,57.44394,26.00229816,63.58027785,2.83279832,Good
1/4/2024 23:00,23.4121263,45.43318881,11.07945399,11.81815941,0.831726137,33.69826538,28.04452678,20.70328867,1.006741532,Good
1/5/2024 0:00,67.40300693,98.01150798,42.7040016,14.43443695,1.179112003,28.56507916,26.31033405,33.63883442,4.702943383,Very Unhealthy
1/5/2024 1:00,66.5263818,116.6889239,27.00948741,7.896191032,0.546105207,46.65215021,15.25219141,54.39313023,1.326108323,Good
1/5/2024 2:00,60.12783642,92.46851968,17.45124746,1,0.963043814,58.66256145,23.24575285,86.53524931,1.63744637,Very Unhealthy
1/5/2024 3:00,54.13532167,121.9644113,5,10.99474073,0.85994313,35.54558598,13.9082612,46.85263282,2.329864371,Very Unhealthy
1/5/2024 4:00,24.61573145,74.4813465,34.58727642,12.18369276,0.879206024,61.30343931,31.84850554,49.70604182,2.224240109,Unhealthy
1/5/2024 5:00,49.48386693,132.2804232,61.58377395,12.02147377,1.18170605,69.05233491,19.56972709,70.02872623,4.075983016,Good
1/5/2024 6:00,51.43213709,158.9669437,59.91888822,16.17891096,1.019747631,21.67358162,31.27701805,62.26549301,2.553425692,Unhealthy
1/5/2024 7:00,39.94306827,79.11484319,28.14355615,4.644731602,0.886617099,23.26158592,29.72934822,40.92483051,1.26845717,Unhealthy
1/5/2024 8:00,55.96785721,76.63492436,25.96681909,13.40108053,0.303533769,37.19249882,20.49704824,48.75714769,1.70244453,Moderate
1/5/2024 9:00,70.10127142,133.6015343,42.03161384,15.96253756,0.511986111,46.15225336,19.33607524,35.23898592,2.791010233,Good
1/5/2024 10:00,107.1546475,137.3871644,20.02421841,1.10706208,0.76318732,29.50865972,26.75185108,87.62150214,1.163542628,Good
1/5/2024 11:00,64.36444532,74.31419919,39.5268785,11.59825913,0.828011712,67.04405358,20.77837981,29.14440671,3.25245054,Good
1/5/2024 12:00,66.43875977,77.39439549,46.49120418,7.479100845,0.460938883,48.48133723,25.51242321,46.02857492,3.045862879,Moderate
1/5/2024 13:00,58.13885211,81.54646173,53.40399836,9.592386634,1.523503003,40.78894096,22.58586205,21.80872806,3.716160424,Moderate
1/5/2024 14:00,12.03071962,49.66648467,33.49768885,11.73838242,1.254918217,11.28180952,16.09420793,35.52456444,4.719670769,Good
1/5/2024 15:00,59.33715311,62.44044161,31.94489375,7.563857179,0.980635496,13.68368367,13.8476599,74.63297969,4.605145525,Moderate
1/5/2024 16:00,61.50575525,59.875777,21.8302612,6.621459604,0.821611058,45.62018501,26.13342124,34.08226626,4.757340281,Good
1/5/2024 17:00,121.5810528,66.96607305,22.59679469,10.17076209,0.736337309,5,22.19221127,25.60443818,1.601220187,Moderate
1/5/2024 18:00,55.19097588,88.95945338,31.60281662,4.563770306,0.514424462,60.25274819,22.23455092,53.21172259,1.09204388,Very Unhealthy
1/5/2024 19:00,67.53868356,97.02644198,40.5104826,4.570874356,0.823244156,36.83692311,28.4793192,20.69784643,1.860245152,Good
1/5/2024 20:00,59.13220576,136.5150148,48.70376939,13.39686641,0.877325762,104.8618594,30.86721138,25.93363081,4.527883277,Good
1/5/2024 21:00,30.78304906,60.04937878,22.95231574,4.256029824,0.427471827,86.15832501,23.63727639,76.53381087,4.874240636,Good
1/5/2024 22:00,88.57057036,119.529672,57.39032853,13.3315625,0.900252925,36.37101862,23.29700647,74.00313414,4.36696228,Moderate
1/5/2024 23:00,78.79832582,83.58033467,30.93314598,12.31295646,0.753422285,37.87325995,27.50071517,84.05971743,0.995079745,Unhealthy
1/6/2024 0:00,79.77579868,88.51608871,34.67949058,1.370966356,0.227657733,59.91163028,18.21532215,79.81608051,4.763425991,Very Unhealthy
1/6/2024 1:00,37.26531363,110.2445848,23.79182481,6.612176738,0.541884497,74.0634522,26.11576527,67.82228943,2.405111123,Good
1/6/2024 2:00,95.06985777,56.31833935,5,15.97054702,0.67591834,7.239418851,27.75942986,23.66330001,0.541896308,Hazardous
1/6/2024 3:00,24.95372343,101.4722924,48.26068095,5.094172344,1.366306297,5,28.40115104,74.79940326,2.490771833,Good
1/6/2024 4:00,74.67142735,94.99356625,46.05265846,7.677978688,0.966965937,27.55930389,15.31623649,79.18575676,0.707311264,Moderate
1/6/2024 5:00,114.7613906,104.7735379,30.78008664,12.31030447,0.399355529,51.65475166,21.19322365,75.9357502,2.947450645,Good
1/6/2024 6:00,35.23659187,98.67505932,36.00486076,13.91695255,0.945810887,49.93747181,20.60868374,55.59353247,2.023493123,Very Unhealthy
1/6/2024 7:00,45.84255676,163.6590042,42.73908827,8.74230557,0.335808803,61.3954291,25.49943477,36.30312871,2.630457201,Moderate
1/6/2024 8:00,62.49128413,70.86780047,11.56181215,7.012449027,1.124807316,16.00604943,27.4037229,79.1730983,3.259266623,Moderate
1/6/2024 9:00,47.41310865,74.07009135,27.06420984,17.11184931,0.658662604,5,32.48355204,70.90139668,4.409604931,Unhealthy
1/6/2024 10:00,21.23341422,71.30578421,46.91397019,18.69449832,0.771909143,57.16028391,22.5251726,88.65328221,3.478557094,Good
1/6/2024 11:00,61.71407437,73.33568643,16.18565865,14.89429025,1.197738994,23.43607454,22.51213751,30.89848184,2.453219908,Good
1/6/2024 12:00,33.44240716,70.87838618,39.40336898,10.42659071,0.413850929,5,30.74836009,35.79652081,4.187425342,Very Unhealthy
1/6/2024 13:00,71.83981077,125.6704959,14.65127293,5.958671392,0.380864544,42.90127492,26.48288469,34.82587049,4.575119619,Good
1/6/2024 14:00,37.01439414,132.6151274,41.99644974,5.847777967,0.624920202,55.86351376,31.33825756,75.47778373,1.038919849,Good
1/6/2024 15:00,98.74836013,72.87761119,34.46537777,12.61257053,1.111513655,37.55885736,26.44364002,33.08351075,2.893698399,Moderate
1/6/2024 16:00,40.41866769,65.02933281,10.77302276,12.0919911,0.344196177,30.84303228,19.21441691,24.66618809,1.780303819,Moderate
1/6/2024 17:00,51.94846209,104.1424667,52.47109032,17.00799296,0.1,36.81275536,18.33435823,89.89925646,0.71177539,Good
1/6/2024 18:00,80.33793043,73.43330867,23.98112635,13.25225046,0.664652342,32.58834475,17.24243875,21.7372048,3.508460128,Good
1/6/2024 19:00,29.22839209,108.9879545,22.84621344,2.484598491,0.96552224,13.03905776,28.31025917,78.46708421,4.382468499,Good
1/6/2024 20:00,65.68649837,96.08769063,38.00853796,15.25973809,1.160078525,25.70638646,30.94298412,45.57567891,1.233061945,Moderate
1/6/2024 21:00,92.67856886,44.52767655,52.22956024,5.009696863,0.661051591,50.4255981,34.24681071,78.91308218,4.155861459,Very Unhealthy
1/6/2024 22:00,19.81291914,136.425156,19.76267272,8.08014364,0.676572018,46.43357083,29.21552666,58.82343438,4.340280801,Hazardous
1/6/2024 23:00,64.61584646,143.8763302,35.92519775,11.25100103,1.14617022,43.36119612,30.81419289,83.11418606,4.614531992,Moderate
1/7/2024 0:00,66.49706986,71.61633929,41.4322475,19.97833745,0.23907749,20.09703036,22.09991834,84.83350905,1.693782901,Good
1/7/2024 1:00,79.54557179,78.3689532,45.39658411,25.54959278,0.683443767,36.36993676,19.21792092,20.63687269,4.567788793,Very Unhealthy
1/7/2024 2:00,29.07623223,98.57596172,37.64662333,13.0336153,0.857127167,5,29.25039666,25.27885232,1.942982396,Moderate
1/7/2024 3:00,26.98858467,100.0337037,29.49458241,9.084016906,0.934765616,43.56953328,27.08840376,37.52511107,2.985521061,Good
1/7/2024 4:00,73.04853914,109.7563282,22.58614669,12.67252824,0.647057992,68.57715416,25.53722187,66.85207915,0.727283619,Very Unhealthy
1/7/2024 5:00,67.42461683,150.3061362,36.29215825,14.43827713,0.810332304,10.51735736,26.9368574,82.17905376,0.697464898,Unhealthy
1/7/2024 6:00,66.26232126,84.69158318,18.91791482,8.396661872,0.1,28.28144653,26.61592741,52.19593659,3.741679457,Unhealthy
1/7/2024 7:00,68.66120524,66.05108266,5,18.97605678,0.602525476,46.58213557,31.4190843,62.48811814,2.500159901,Unhealthy
1/7/2024 8:00,42.99938196,48.62042316,41.54839706,11.1503538,0.936052614,65.05685269,31.47492792,33.1949897,1.653315689,Good
1/7/2024 9:00,65.80634243,68.0720988,48.55902262,12.48871545,0.50531179,31.03550767,27.72110176,76.34767837,1.356860732,Good
1/7/2024 10:00,67.32681183,89.00619081,5,13.32962126,0.817695266,26.15499341,29.22901436,87.71296779,3.514790709,Moderate
1/7/2024 11:00,42.14121455,143.8367359,19.85403943,12.10793305,0.93406175,5,27.57031276,38.8019253,0.501806948,Good
1/7/2024 12:00,106.6443628,74.47166103,44.28731392,14.1947025,0.69723524,42.06876259,22.69415134,54.63781661,4.126510261,Moderate
1/7/2024 13:00,71.84582302,96.71363855,65.86243205,6.913734067,0.851139131,80.8415208,28.78282337,26.02812774,0.856623228,Unhealthy
1/7/2024 14:00,30.21741257,89.50731312,35.31190562,7.20849123,0.51118023,45.54716924,18.02752466,59.13956595,1.361703267,Unhealthy
1/7/2024 15:00,76.41384022,125.6517982,24.07995588,4.499228835,0.738016616,39.55442042,30.26945776,55.19484093,2.238063779,Moderate
1/7/2024 16:00,35.63295824,165.8079728,32.25655338,12.19750615,0.983064851,46.44164622,19.0273853,30.11055389,2.681864329,Unhealthy
1/7/2024 17:00,79.67711509,74.07393681,55.62314629,13.89468252,0.847091888,39.77815992,26.42901643,50.94463492,2.097478021,Unhealthy
1/7/2024 18:00,88.96488948,75.31681672,25.31053731,12.28886433,0.624040619,23.73971255,20.77423021,43.38732565,1.943204742,Moderate
1/7/2024 19:00,39.48294204,121.3248263,23.0121199,18.37246217,0.867264921,56.46559831,27.76694492,56.52816127,4.837622054,Good
1/7/2024 20:00,84.08440323,110.4567447,27.75884717,9.972019906,1.014382937,44.51523046,24.83037387,60.99580348,3.387108566,Good
1/7/2024 21:00,70.31952317,145.4012198,20.70007088,13.34370828,0.185017616,40.35226504,17.02622021,20.5946905,0.605448299,Good
1/7/2024 22:00,80.551504,107.5178456,36.84005474,4.541495619,1.147722219,20.49267945,27.10349816,73.27041881,2.435791588,Good
1/7/2024 23:00,107.4198246,79.22123728,59.37017688,8.064501488,0.699123578,66.07015864,22.11039612,69.91100043,4.437539149,Good
1/8/2024 0:00,53.8652971,107.7196449,39.8461891,13.47768879,0.92764698,53.29405491,29.4057336,45.64004703,1.856552839,Good
1/8/2024 1:00,41.15659589,123.2611074,31.21469747,14.24551055,1.159174077,28.94158325,25.00662844,23.70551549,0.925503551,Moderate
1/8/2024 2:00,37.76213926,114.6144654,30.62283097,8.530165262,0.388497891,60.03649707,26.97710493,72.84527778,3.912731472,Very Unhealthy
1/8/2024 3:00,39.60474288,105.2182209,11.55213787,9.642003741,0.587167699,30.04858323,20.21215522,86.86226123,3.227062244,Good
1/8/2024 4:00,58.07245726,122.0002407,48.24664666,2.410631267,0.713435391,24.35993015,22.05333884,36.81061172,3.066406285,Unhealthy
1/8/2024 5:00,68.52879937,125.0788677,33.83244204,8.214853996,0.564873944,24.80593765,22.70680682,42.64672296,0.741094518,Moderate
1/8/2024 6:00,66.91726998,131.4647697,32.2928013,14.45191582,1.320480973,5,29.2835124,32.86690226,1.132245544,Good
1/8/2024 7:00,80.67958123,109.4612966,82.89661352,12.87602508,0.542968372,49.43084761,33.38688544,60.38552863,3.301472283,Very Unhealthy
1/8/2024 8:00,60.3250473,84.98645759,39.48129363,12.50332861,0.633335966,5,20.97414124,30.83889763,1.435207287,Moderate
1/8/2024 9:00,96.33835193,94.40141059,23.72313425,10.24886844,0.861316709,15.43112337,30.38424072,44.93357604,2.768315359,Good
1/8/2024 10:00,53.38357917,126.195269,28.60463606,10.03531579,0.439355142,5,14.15161291,68.79091098,2.951967587,Unhealthy
1/8/2024 11:00,128.0042292,65.49192987,52.22668564,6.698394303,0.681295786,38.27860614,19.02905299,59.20811881,1.775782356,Good
1/8/2024 12:00,75.64168369,101.0601993,36.69905616,13.4941421,0.895235978,36.99359079,20.20610772,47.0523795,4.7679132,Moderate
1/8/2024 13:00,38.57106109,78.19983563,13.42583033,12.10486472,0.700141879,33.46607574,18.23745655,49.41747213,4.291088481,Good
1/8/2024 14:00,33.22768755,90.86234469,48.78843402,12.46009424,0.771983942,19.14844611,17.08205805,59.34776178,3.750680784,Unhealthy
1/8/2024 15:00,72.06181038,128.3535559,24.97783872,7.369825787,0.641200366,16.55532493,27.06499456,20.41053095,0.850972399,Moderate
1/8/2024 16:00,54.41343037,95.73297204,63.09946664,1,0.345658907,49.28739727,23.92966151,25.49569079,0.977585087,Moderate
1/8/2024 17:00,77.85001235,91.39309644,51.20072099,15.48576356,0.896477963,28.98896137,26.89702699,81.68806474,2.717516056,Good
1/8/2024 18:00,71.83094061,49.20431577,28.29017157,7.60581272,1.326479921,46.32716643,28.45236343,25.45152924,1.223210071,Moderate
1/8/2024 19:00,58.17927718,112.387607,54.21524543,5.68612118,0.805520489,22.29502628,26.32808497,69.47625173,4.902194586,Unhealthy
1/8/2024 20:00,38.83015705,109.3645254,36.01783266,13.46739456,0.867579235,43.62125486,28.28881588,84.40267149,1.213341053,Moderate
1/8/2024 21:00,22.12881938,154.8976417,47.79160513,8.0399368,1.007816827,66.06556075,24.65233857,38.9478523,2.69360526,Moderate
1/8/2024 22:00,48.8371262,80.76665295,42.27099226,15.29968192,0.419200851,51.72331601,19.06503306,45.93440059,2.138544756,Moderate
1/8/2024 23:00,81.40996986,96.57450983,22.30465018,13.08502975,1.310754397,31.75172364,30.2890709,59.82449841,3.377238897,Very Unhealthy
1/9/2024 0:00,65.3523436,97.48151051,25.34675252,13.41784662,0.860698639,45.14397941,22.05443934,81.71962787,1.08066384,Moderate
1/9/2024 1:00,28.85653053,137.3235984,50.44941226,3.170221444,1.28955707,35.18669651,20.32201851,85.93339111,2.436423926,Unhealthy
1/9/2024 2:00,64.32952315,87.14113403,29.97837002,16.05971993,0.580090101,40.15760369,24.11041062,71.76942737,1.736172648,Unhealthy
1/9/2024 3:00,69.63293449,98.37064577,28.94527305,11.30625266,1.345418577,33.48777896,20.4359454,26.06338326,4.494881861,Moderate
1/9/2024 4:00,37.90356409,108.2368953,20.67316131,8.153614304,1.032546648,36.71329588,22.91284809,66.84079089,0.682635705,Good
1/9/2024 5:00,63.84312765,95.59827369,41.35398598,10.71694234,0.965912026,44.24186706,26.72026961,48.72126053,4.611773723,Moderate
1/9/2024 6:00,61.45521796,76.60699156,65.93787379,1.118823836,0.870207336,20.13282601,26.7417087,52.94906996,4.248473623,Unhealthy
1/9/2024 7:00,31.42574255,95.82269979,18.98700629,12.04326406,0.725441415,19.68242346,20.51084967,23.44038732,1.839068224,Good
